basin,NH_NSE,GNN_NSE,improvement
54007,0.7376972982490764,0.7615632037395613,0.02386590549048495
9002,0.7654841746789821,0.7892879372168164,0.02380376253783434
46005,0.7799904062309921,0.8036712258374754,0.023680819606483272
41014,0.6271835171653913,0.6507306300782523,0.023547112912860935
37031,0.6026355336640673,0.6258830025741977,0.02324746891013041
27049,0.8617560420219275,0.8849788997394262,0.023222857717498768
54003,0.6578181164693431,0.6809052814003322,0.023087164930989168
41016,0.6827831923865249,0.7057584785271376,0.022975286140612727
12005,0.7634310233413819,0.7863914007614944,0.022960377420112477
54044,0.7599230648840756,0.7828027643421905,0.022879699458114966
9005,0.5824984750646138,0.605237216937637,0.02273874187302316
55002,0.8796095544362882,0.90199080775134,0.022381253315051808
31010,0.8497797953492637,0.8720626868821818,0.02228289153291807
58002,0.8450610172161335,0.8673305540070216,0.022269536790888167
57004,0.8658272684900225,0.8879823611161458,0.022155092626123363
40007,0.8296636015360688,0.8516065156108191,0.021942914074750353
84001,0.8554880922390289,0.8772895105701113,0.0218014183310824
96004,0.7276731471512845,0.7494513383375869,0.02177819118630242
39081,0.6836682371223779,0.7052524448929602,0.021584207770582342
2001,0.7934714704037232,0.8149577469184394,0.02148627651471613
30012,0.7026517485590037,0.7238260942978887,0.021174345738884992
58001,0.860437558871,0.8814677675680056,0.02103020869700556
39078,0.8438879682085404,0.8646563189856039,0.020768350777063516
54011,0.850997067011979,0.8715258040295147,0.02052873701753577
69032,0.8478556074099418,0.868371134267231,0.02051552685728919
54008,0.8829164483301858,0.9033235508479348,0.02040710251774902
33012,0.8561855059748169,0.8764000270469742,0.020214521072157265
27003,0.8848319491298456,0.904861438978112,0.020029489848266357
39108,0.8561594254607583,0.8761527112104257,0.01999328574966741
58008,0.882105815422784,0.9020120661106792,0.0199062506878952
54027,0.9123073783075408,0.9321633319021072,0.019855953594566378
83003,0.7875863943681354,0.8073638363518221,0.019777441983686694
41027,0.677397289336883,0.6971732959175665,0.01977600658068346
37019,0.6548307938171611,0.6744681134683039,0.019637319651142793
82003,0.8073778900553668,0.8269444963986663,0.019566606343299542
28009,0.9030135936497166,0.9225290785081393,0.019515484858422694
76008,0.8386271213865931,0.8580517868647446,0.01942466547815147
